,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
13446,<35,Undergraduate,Man,No,Dev,5,0,"Iran, Islamic Republic of...",2856.0,11,0
13447,>35,Undergraduate,Man,No,Dev,20,11,United Kingdom of Great Britain and Northern Ireland,36193.0,8,0
13448,>35,Undergraduate,Man,No,Dev,40,40,United States of America,180000.0,17,1
13449,>35,Master,Man,No,Dev,15,4,Ecuador,36000.0,16,1
13450,<35,PhD,Man,Yes,Dev,17,15,Argentina,48660.0,29,1
13451,>35,Undergraduate,Man,No,Dev,20,15,Brazil,32988.0,22,1
13452,>35,Master,Man,No,Dev,30,20,Italy,54049.0,27,1
13453,<35,Undergraduate,Man,No,Dev,10,2,Brazil,23364.0,13,0
13454,>35,Undergraduate,Man,No,Dev,15,10,Brazil,21996.0,6,0
13455,<35,Other,Man,No,Dev,5,4,Cameroon,36.0,18,1
13456,>35,Undergraduate,Man,No,Dev,21,20,United States of America,175000.0,21,1
13457,<35,Undergraduate,Woman,No,Dev,9,4,Chile,18060.0,8,0
13458,<35,Other,Man,No,Dev,5,0,Ukraine,8400.0,5,0
13459,>35,Other,Man,No,Dev,18,10,Hungary,9624.0,28,1
13460,<35,Undergraduate,Man,No,Dev,7,5,United States of America,60000.0,15,1
13461,>35,Master,Man,No,Dev,16,12,Portugal,35676.0,11,0
13462,>35,Undergraduate,Man,No,Dev,19,16,United States of America,155000.0,15,1
13463,<35,Undergraduate,Woman,Yes,Dev,15,6,Canada,90758.0,14,1
13464,>35,Master,Man,Yes,Dev,34,30,Brazil,24744.0,9,0
13465,<35,Undergraduate,Man,No,Dev,14,6,United States of America,154000.0,4,0
13466,<35,Other,Man,No,Dev,4,1,Spain,20760.0,23,1
13467,<35,Other,Man,No,Dev,4,0,Colombia,11652.0,21,1
13468,<35,Master,Man,No,Dev,12,7,India,18432.0,15,1
13469,>35,Master,NonBinary,No,Dev,18,14,Germany,58368.0,14,1
13470,<35,Master,Man,No,Dev,16,12,France,54049.0,22,1
13471,<35,Other,Man,No,Dev,16,11,Poland,36444.0,10,0
13473,<35,Master,Man,No,Dev,10,5,United States of America,160000.0,6,0
13474,<35,Undergraduate,Man,No,Dev,3,0,Brazil,3576.0,12,1
13475,>35,Undergraduate,Man,No,Dev,13,10,Turkey,43392.0,27,1
13476,<35,Undergraduate,Man,Yes,Dev,7,2,Brazil,10992.0,11,1
13477,<35,Other,Man,Yes,Dev,21,13,United States of America,60000.0,20,1
13478,>35,Undergraduate,Man,No,Dev,35,28,United States of America,195000.0,5,0
13479,<35,Master,Man,No,Dev,5,10,Spain,56211.0,18,0
13480,<35,Other,Man,No,Dev,15,6,Hungary,36000.0,14,1
13482,<35,Undergraduate,Man,No,Dev,10,6,Kazakhstan,41412.0,17,1
13485,>35,Other,Man,No,Dev,22,17,Colombia,37080.0,28,1
13486,<35,Undergraduate,Man,No,Dev,5,3,Ecuador,22800.0,18,1
13487,>35,Undergraduate,Man,No,Dev,11,11,Brazil,27492.0,10,1
13488,<35,Master,Man,No,Dev,3,3,Afghanistan,51804.0,10,0
13489,>35,Undergraduate,Man,No,Dev,7,4,Canada,52942.0,11,1
13490,>35,Undergraduate,Man,No,Dev,10,8,United States of America,85000.0,14,0
13491,<35,Undergraduate,Man,No,Dev,7,2,Ecuador,16800.0,18,1
13492,<35,Undergraduate,Man,Yes,Dev,18,15,Brazil,42000.0,17,1
13493,<35,Master,Woman,No,Dev,8,3,France,48644.0,13,1
13494,<35,Master,Man,Yes,Dev,7,4,United States of America,80000.0,23,1
13495,<35,Master,Man,No,Dev,7,7,Lebanon,6000.0,15,1
13496,<35,Other,Man,Yes,Dev,6,6,United States of America,171000.0,12,0
13498,>35,Master,Man,Yes,Dev,20,7,Canada,52942.0,6,0
13499,<35,Other,Woman,Yes,Dev,5,3,Colombia,5652.0,15,0
13500,<35,Master,Man,No,Dev,9,1,France,132400.0,18,1
13501,<35,Undergraduate,Man,No,Dev,5,2,Botswana,2184.0,1,0
13502,>35,Undergraduate,Man,Yes,Dev,32,30,United States of America,118000.0,11,1
13503,<35,Master,Man,No,Dev,17,10,Brazil,57267.0,15,0
13504,>35,Undergraduate,Man,No,Dev,15,15,Japan,40000.0,15,0
13505,>35,Master,Man,No,Dev,25,15,Germany,86478.0,18,1
13506,>35,Undergraduate,Man,No,Dev,18,16,Poland,82008.0,7,0
13507,>35,Undergraduate,Man,No,Dev,20,17,Brazil,27492.0,11,0
13508,<35,Other,Man,No,Dev,5,1,Dominican Republic,5616.0,21,1
13509,>35,Master,Man,No,Dev,10,7,Ukraine,34650.0,7,0
13510,>35,Undergraduate,Man,No,Dev,25,20,United States of America,175000.0,8,0
13511,<35,NoHigherEd,Man,No,Dev,8,0,Russian Federation,11328.0,13,1
13512,>35,Other,Man,No,Dev,40,32,United States of America,150000.0,14,0
13513,<35,Other,Man,No,Dev,4,0,Nigeria,9877.0,11,0
13514,<35,Undergraduate,Man,No,Dev,14,10,Brazil,21996.0,14,1
13515,<35,Undergraduate,Man,No,Dev,12,8,United States of America,120000.0,24,1
13516,>35,Undergraduate,Man,No,Dev,1,25,United Kingdom of Great Britain and Northern Ireland,38778.0,14,1
13517,<35,Other,Man,Yes,Dev,14,9,Ecuador,8400.0,13,1
13518,<35,Undergraduate,Woman,Yes,Dev,20,5,United States of America,70000.0,19,1
13519,>35,Other,Man,No,Dev,30,25,Italy,11676.0,9,1
13520,<35,Undergraduate,Man,No,Dev,14,11,Brazil,6876.0,10,1
13521,>35,Master,Man,No,Dev,27,20,Germany,77831.0,11,1
13522,<35,Other,Man,No,Dev,3,2,Italy,32429.0,6,0
13523,>35,PhD,Man,No,Dev,35,30,Switzerland,121980.0,18,1
13524,<35,Master,Man,Yes,Dev,8,3,Portugal,35672.0,7,0
13525,<35,Undergraduate,Man,No,Dev,12,8,Kenya,53976.0,27,1
13526,<35,Other,Man,Yes,Dev,15,8,Brazil,13740.0,13,1
13527,<35,Undergraduate,Man,No,Dev,20,17,Brazil,30240.0,9,1
13528,<35,Undergraduate,Man,No,Dev,1,5,India,8376.0,23,1
13530,>35,Undergraduate,Man,No,Dev,13,13,India,25128.0,17,1
13531,<35,Undergraduate,Man,No,Dev,8,0,India,11724.0,12,0
13532,<35,Undergraduate,Man,No,Dev,10,5,Bangladesh,19776.0,4,0
13533,>35,Master,Man,No,Dev,14,8,United States of America,50000.0,14,0
13534,>35,Other,Man,No,Dev,10,10,Mexico,972.0,30,1
13535,>35,Undergraduate,Man,No,Dev,30,20,United States of America,107000.0,9,1
13536,<35,Master,Man,No,Dev,11,5,Netherlands,63564.0,15,1
13537,>35,Undergraduate,Man,No,Dev,20,12,Mexico,72800.0,12,0
13538,<35,Other,Man,No,Dev,8,6,Paraguay,16548.0,13,1
13539,>35,Undergraduate,Man,No,Dev,13,11,France,151337.0,19,0
13540,<35,Undergraduate,Man,No,Dev,9,5,New Zealand,83057.0,13,1
13541,>35,Undergraduate,Man,No,Dev,20,16,Turkey,19728.0,12,0
13542,>35,Other,Man,No,Dev,25,15,Switzerland,127061.0,21,1
13543,<35,Master,Man,No,Dev,13,11,Brazil,20892.0,15,1
13544,>35,Undergraduate,NonBinary,Yes,Dev,25,20,United States of America,51000.0,14,0
13545,<35,Undergraduate,Man,No,Dev,8,5,Pakistan,1621.0,16,1
13546,<35,PhD,Man,No,Dev,13,5,Denmark,121572.0,14,0
13547,>35,Undergraduate,Woman,No,Dev,38,38,United States of America,120000.0,14,1
13548,>35,Undergraduate,Man,No,Dev,23,23,Spain,142692.0,12,1
13549,<35,Undergraduate,Man,No,Dev,10,6,India,25131.0,17,1
13550,<35,Undergraduate,Man,No,Dev,17,7,Poland,51891.0,9,0
13551,<35,Undergraduate,Man,Yes,Dev,6,0,Belgium,38778.0,5,0
13552,>35,Other,Man,No,Dev,18,16,Argentina,48660.0,14,0
13553,>35,Undergraduate,Man,No,Dev,39,25,Portugal,25944.0,14,1
13554,>35,Undergraduate,Man,Yes,Dev,17,15,Brazil,19512.0,19,1
13555,<35,Other,Man,No,Dev,15,8,Brazil,27492.0,19,1
13556,>35,Master,Man,Yes,Dev,45,42,Canada,56700.0,5,0
13557,<35,Undergraduate,Man,No,Dev,7,2,United States of America,85000.0,11,0
13558,<35,Other,Man,No,Dev,7,6,United States of America,140000.0,14,1
13559,>35,Master,Man,No,Dev,35,30,United States of America,220000.0,19,1
13560,<35,Undergraduate,Man,Yes,Dev,5,3,Colombia,28248.0,5,0
13562,>35,Undergraduate,Man,No,Dev,18,10,Italy,43239.0,23,1
13563,<35,Master,Man,No,Dev,9,8,"Iran, Islamic Republic of...",19092.0,34,1
13564,<35,Undergraduate,Man,No,Dev,3,2,India,20943.0,9,0
13565,<35,Undergraduate,Man,No,Dev,2,1,Kazakhstan,2484.0,18,1
13566,<35,Master,Man,No,Dev,8,4,Germany,129718.0,14,0
13567,<35,PhD,Man,No,Dev,8,4,Italy,64860.0,9,1
13568,<35,Undergraduate,Man,No,Dev,8,4,Brazil,6876.0,15,0
13569,<35,Undergraduate,Man,No,Dev,20,16,Lebanon,54000.0,12,1
13570,<35,Undergraduate,Woman,Yes,Dev,13,8,Brazil,87960.0,14,0
13571,>35,Other,Man,No,Dev,20,14,Brazil,24744.0,22,1
13572,<35,Undergraduate,Man,Yes,Dev,10,1,United States of America,75000.0,18,1
13573,>35,Undergraduate,Man,No,Dev,12,9,Israel,160000.0,22,1
13574,<35,Undergraduate,Man,No,Dev,3,1,Indonesia,5268.0,10,0
13575,<35,Undergraduate,Man,No,Dev,10,6,Hungary,112456.0,10,0
13576,>35,Undergraduate,Man,Yes,Dev,23,12,United States of America,150000.0,20,1
13577,<35,Master,Man,No,Dev,6,4,India,20100.0,18,1
13578,<35,Undergraduate,Man,No,Dev,14,10,Philippines,11856.0,17,1
13579,<35,Undergraduate,Man,No,Dev,16,7,Brazil,21996.0,23,1
13580,<35,Undergraduate,Man,No,Dev,2,1,United States of America,60000.0,9,0
13581,>35,Undergraduate,Man,No,Dev,43,35,United Kingdom of Great Britain and Northern Ireland,129259.0,13,1
13582,<35,Undergraduate,Man,No,Dev,13,9,Argentina,97308.0,20,1
13583,<35,Undergraduate,Man,No,Dev,11,7,India,38778.0,12,0
13585,<35,Master,Man,No,Dev,8,3,France,43239.0,15,1
13587,>35,Other,Man,Yes,Dev,25,23,Philippines,15876.0,12,0
13588,<35,Undergraduate,Man,No,Dev,7,3,Portugal,20796.0,6,0
13589,<35,Other,Man,No,Dev,15,7,United States of America,102000.0,11,1
13591,<35,Undergraduate,Man,No,Dev,16,14,Turkey,49308.0,21,0
13592,>35,Undergraduate,Man,No,Dev,23,14,United States of America,160000.0,10,1
13593,<35,Undergraduate,Man,No,Dev,8,5,Nigeria,3816.0,17,1
13594,>35,PhD,Man,No,Dev,20,10,Switzerland,116896.0,9,0
13595,>35,Other,Woman,Yes,Dev,4,3,United States of America,60000.0,17,0
13596,>35,Master,Man,No,Dev,42,25,United Kingdom of Great Britain and Northern Ireland,60752.0,17,1
13597,<35,Master,Man,No,Dev,12,4,South Africa,23844.0,11,1
13598,<35,Undergraduate,Man,Yes,Dev,7,5,India,76789.0,16,0
13599,>35,Other,Man,No,Dev,21,17,Portugal,20568.0,12,0
13600,<35,Undergraduate,Man,No,Dev,2,0,Egypt,6156.0,12,1
13601,>35,Master,Man,No,Dev,34,20,Spain,70264.0,11,0
13602,>35,Master,Man,No,Dev,38,20,United Kingdom of Great Britain and Northern Ireland,89189.0,6,1
13603,<35,Other,Man,Yes,Dev,5,4,Netherlands,63168.0,23,1
13604,<35,Other,Man,No,Dev,3,2,Portugal,13416.0,8,0
13605,>35,Undergraduate,Man,No,Dev,24,19,Brazil,13740.0,11,0
13606,<35,Master,Man,No,Dev,11,10,Colombia,21192.0,15,1
13607,<35,Undergraduate,Man,No,Dev,10,5,United States of America,180000.0,10,0
13608,>35,Undergraduate,Man,No,Dev,23,17,Finland,59676.0,11,1
13609,>35,Master,Man,No,Dev,40,25,United States of America,140000.0,12,1
13610,<35,Undergraduate,Man,No,Dev,9,5,Albania,26496.0,10,0
13612,<35,Undergraduate,Man,No,Dev,16,15,Canada,113447.0,15,1
13613,<35,Undergraduate,Man,No,Dev,21,12,India,13404.0,24,1
13614,<35,Other,Man,No,Dev,6,5,Paraguay,23904.0,18,1
13615,>35,Undergraduate,Man,No,Dev,7,4,Sweden,85908.0,19,1
13616,<35,Master,Man,No,Dev,15,7,India,27574.0,9,0
13617,<35,Master,Man,No,Dev,10,4,Slovenia,36324.0,18,1
13618,<35,Undergraduate,Man,No,Dev,10,7,Lao People's Democratic Republic,60000.0,31,1
13619,<35,Undergraduate,Man,No,Dev,6,4,Nigeria,30000.0,22,1
13621,<35,NoHigherEd,Man,No,Dev,15,10,Canada,98321.0,13,0
13622,<35,Undergraduate,Man,No,Dev,1,1,India,3852.0,6,0
13623,>35,Master,Man,No,Dev,25,20,United States of America,180000.0,9,0
13624,<35,Undergraduate,Man,Yes,Dev,11,5,Italy,32429.0,18,1
13625,>35,Undergraduate,Man,Yes,Dev,15,10,Canada,99828.0,11,0
13627,<35,Undergraduate,Woman,No,Dev,9,5,United States of America,130000.0,24,1
13628,<35,Other,Man,No,Dev,6,3,Germany,38916.0,15,1
13629,<35,Undergraduate,Man,No,Dev,16,8,Netherlands,43239.0,14,1
13630,<35,Undergraduate,Man,Yes,Dev,18,10,United Kingdom of Great Britain and Northern Ireland,116333.0,18,1
13633,>35,Master,Man,Yes,Dev,17,11,United States of America,150000.0,16,1
13635,>35,Undergraduate,Man,No,Dev,30,20,Brazil,30240.0,36,1
13636,<35,Undergraduate,Man,No,Dev,9,6,Trinidad and Tobago,25932.0,17,1
13637,>35,Other,Man,No,Dev,3,33,Brazil,13740.0,17,1
13638,<35,Master,Man,Yes,Dev,11,8,United States of America,162000.0,8,0
13639,<35,Other,Man,No,Dev,1,1,Indonesia,876.0,5,0
13640,<35,Undergraduate,Man,Yes,Dev,6,5,Mexico,9696.0,9,0
13641,<35,Master,Man,No,Dev,9,5,Honduras,16410.0,11,1
13642,<35,Undergraduate,Woman,No,Dev,2,0,United States of America,65000.0,12,0
13643,<35,Undergraduate,Man,No,Dev,6,0,United States of America,85000.0,14,0
13644,>35,Undergraduate,Man,Yes,Dev,20,15,United States of America,113000.0,8,1
13646,<35,Undergraduate,Man,No,Dev,7,5,Peru,18000.0,17,1
13647,<35,Undergraduate,Man,Yes,Dev,20,12,United States of America,100000.0,20,1
13648,<35,Undergraduate,Man,Yes,Dev,10,15,Brazil,32988.0,31,1
13649,>35,PhD,Man,No,Dev,45,40,United States of America,170000.0,5,0
13650,<35,Undergraduate,Man,No,Dev,14,11,Peru,46116.0,16,1
13651,>35,Undergraduate,Man,No,Dev,30,15,United States of America,100000.0,27,1
13652,<35,Undergraduate,Man,No,Dev,6,1,Ecuador,8400.0,10,1
13653,>35,Other,Man,No,Dev,35,25,Slovenia,43239.0,17,1
13654,<35,Undergraduate,Man,No,Dev,5,4,Germany,57292.0,13,1
13655,<35,Undergraduate,Man,No,Dev,10,8,Dominican Republic,25000.0,21,1
13656,>35,Master,Man,No,Dev,30,16,Spain,37834.0,8,0
13657,>35,Undergraduate,Man,No,Dev,40,25,United States of America,150000.0,6,0
13658,>35,Master,Woman,No,Dev,20,15,United States of America,130000.0,19,1
13659,>35,Undergraduate,Man,Yes,Dev,40,22,Italy,59454.0,30,1
13660,<35,NoHigherEd,Man,Yes,Dev,14,7,Italy,34591.0,7,0
13661,>35,Undergraduate,Man,No,Dev,10,6,United States of America,160000.0,17,0
13662,<35,Master,Man,Yes,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,45241.0,17,1
13663,<35,Undergraduate,Man,Yes,Dev,6,3,Mexico,16500.0,18,1
13664,>35,Other,Man,No,Dev,20,15,Romania,18996.0,10,1
13666,<35,NoHigherEd,Man,Yes,Dev,10,6,Switzerland,84707.0,12,0
13667,<35,Other,Man,No,Dev,16,9,Italy,36753.0,8,0
13668,>35,Other,Man,No,Dev,17,15,Colombia,21192.0,13,0
13669,<35,Undergraduate,Man,No,Dev,7,6,Indonesia,21072.0,16,1
13670,<35,Undergraduate,Man,No,Dev,11,8,United States of America,75000.0,10,1
13671,<35,Master,Man,No,Dev,14,12,United States of America,138202.0,16,1
13673,<35,Undergraduate,Man,No,Dev,8,3,Austria,41508.0,14,1
13674,<35,Master,Man,No,Dev,7,5,United States of America,200000.0,28,1
13675,<35,Undergraduate,Man,No,Dev,18,11,United States of America,118100.0,13,1
13676,<35,Undergraduate,Man,No,Dev,13,6,Germany,92964.0,9,0
13677,<35,Other,Woman,No,Dev,20,9,Germany,56211.0,41,1
13679,<35,Undergraduate,Man,No,Dev,14,5,Mexico,32316.0,10,0
13680,<35,Undergraduate,Man,Yes,Dev,8,5,Honduras,21120.0,35,1
13681,>35,Master,Man,No,Dev,35,25,Germany,138366.0,9,1
13682,>35,Undergraduate,Man,No,Dev,15,12,Cuba,16000.0,17,1
13683,>35,Master,Woman,No,Dev,20,10,Canada,41597.0,15,1
13684,>35,Other,Man,Yes,Dev,20,14,United States of America,30000.0,12,0
13685,<35,Undergraduate,Man,No,Dev,10,8,United States of America,130000.0,12,0
13686,>35,Undergraduate,Man,No,Dev,29,29,United States of America,115000.0,17,1
13687,<35,Undergraduate,Man,No,Dev,7,4,India,18150.0,6,0
13688,<35,Undergraduate,Man,No,Dev,8,5,Colombia,36000.0,20,1
13689,>35,PhD,Man,No,Dev,14,10,Argentina,38928.0,20,1
13690,>35,Other,Man,No,Dev,35,28,Poland,30372.0,1,0
13691,<35,Master,Man,No,Dev,15,7,Netherlands,58368.0,15,1
13692,<35,Undergraduate,Man,Yes,Dev,6,2,Netherlands,22056.0,10,0
13693,>35,Undergraduate,Man,No,Dev,17,17,United Arab Emirates,42468.0,13,1
13694,>35,Other,Man,No,Dev,25,25,Colombia,21192.0,11,0
13696,>35,Master,Man,No,Dev,25,20,South Africa,40032.0,8,0
13697,>35,Other,Man,Yes,Dev,19,17,Brazil,11544.0,2,0
13698,<35,Master,Man,No,Dev,21,21,Ireland,118908.0,19,1
13699,>35,Other,Man,No,Dev,5,2,Spain,16860.0,10,1
13700,>35,Other,Man,No,Dev,10,10,Sweden,57684.0,20,1
13701,<35,Undergraduate,Man,No,Dev,10,0,Mexico,16164.0,17,1
13702,<35,Master,Man,No,Dev,8,6,United States of America,115000.0,12,0
13703,<35,Undergraduate,Man,No,Dev,15,12,Bangladesh,19776.0,14,0
13704,<35,Undergraduate,Man,Yes,Dev,10,6,Mexico,20340.0,32,1
13705,>35,Master,Man,No,Dev,10,6,Canada,51429.0,54,1
13706,<35,Undergraduate,NonBinary,No,Dev,7,4,United States of America,85000.0,11,1
13707,<35,Master,Woman,Yes,Dev,14,6,"Iran, Islamic Republic of...",8556.0,9,1
13708,>35,Master,Man,No,Dev,30,23,Argentina,42816.0,20,1
13709,<35,Master,Man,No,Dev,15,11,United Kingdom of Great Britain and Northern Ireland,122796.0,12,1
13710,<35,Undergraduate,Man,No,Dev,9,6,India,13404.0,22,1
13711,>35,Undergraduate,Woman,No,Dev,7,6,Germany,77831.0,13,0
13712,<35,Undergraduate,Woman,No,Dev,8,6,Brazil,16035.0,16,1
13714,<35,Undergraduate,Man,No,Dev,10,4,Germany,64859.0,21,1
13715,>35,Other,Man,No,Dev,21,17,Argentina,13620.0,6,0
13718,>35,Master,Man,No,Dev,20,18,United States of America,134000.0,22,1
13719,>35,Master,Man,No,Dev,24,11,Italy,86500.0,33,1
13721,>35,Undergraduate,Man,No,Dev,35,28,Germany,88632.0,22,1
13722,>35,Master,Man,No,Dev,16,13,Bolivia,45000.0,23,1
13723,<35,Undergraduate,Man,No,Dev,16,5,Russian Federation,13020.0,7,0
13724,<35,Master,Man,No,Dev,24,9,Germany,83236.0,11,0
13725,<35,Master,Man,No,Dev,10,7,Spain,19452.0,18,1
13726,<35,Undergraduate,Man,Yes,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,42009.0,18,1
13727,>35,Master,Man,No,Dev,23,23,Brazil,40100.0,21,1
13728,>35,Master,Man,No,Dev,16,11,United Arab Emirates,29400.0,24,1
13730,>35,Other,Man,No,Dev,17,15,Colombia,15888.0,14,1
13731,<35,Master,Man,No,Dev,10,5,Kuwait,39228.0,21,1
13732,<35,Master,Man,No,Dev,11,9,France,69183.0,8,0
13733,<35,Undergraduate,Man,No,Dev,19,17,India,50268.0,20,1
13734,<35,Undergraduate,Man,Yes,Dev,20,14,Zambia,105000.0,28,1
13735,>35,Undergraduate,Man,No,Dev,15,10,Argentina,84000.0,11,0
13736,<35,Undergraduate,Man,No,Dev,8,2,Jamaica,1702.0,14,0
13737,<35,Other,Man,No,Dev,6,5,Italy,36753.0,26,1
13738,>35,Other,Man,No,Dev,17,15,Russian Federation,24540.0,20,1
13739,<35,Master,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,96945.0,24,1
13740,<35,Undergraduate,Man,No,Dev,10,5,India,21948.0,10,0
13741,<35,Master,Woman,No,Dev,18,10,Italy,37834.0,20,1
13742,>35,Undergraduate,Man,No,Dev,6,4,Kyrgyzstan,7200.0,11,0
13743,<35,Undergraduate,Man,No,Dev,8,5,India,20943.0,7,0
13744,>35,Master,Man,No,Dev,33,32,United States of America,135000.0,13,0
13745,<35,Undergraduate,Man,No,Dev,9,5,Mexico,8076.0,19,1
13746,>35,Master,Woman,No,Dev,21,18,United States of America,113000.0,19,1
13747,>35,Master,Man,No,Dev,15,10,United States of America,150000.0,14,1
13748,<35,Undergraduate,Man,No,Dev,7,5,Brazil,31608.0,10,1
13749,<35,Undergraduate,Man,No,Dev,7,7,India,18150.0,17,1
13750,<35,Undergraduate,Man,Yes,Dev,8,6,Mexico,7752.0,16,1
13751,>35,Undergraduate,Man,No,Dev,37,27,Netherlands,162147.0,18,1
13752,>35,Other,Woman,No,Dev,35,20,United States of America,180000.0,20,1
13753,>35,Undergraduate,Man,No,Dev,25,13,United States of America,75002.0,20,1
13754,>35,Undergraduate,Man,No,Dev,18,22,Oman,31164.0,10,0
13755,<35,Other,Man,No,Dev,16,6,Sweden,42956.0,11,0
13756,>35,Undergraduate,Man,No,Dev,26,22,United States of America,140000.0,15,0
13758,>35,Master,Man,No,Dev,19,15,United Arab Emirates,58800.0,22,1
13759,>35,Undergraduate,Man,No,Dev,26,14,Italy,43239.0,19,1
13760,<35,Undergraduate,Man,No,Dev,10,5,Brazil,30240.0,20,1
13761,>35,Master,Man,No,Dev,40,10,United States of America,160000.0,6,0
13762,<35,Undergraduate,Man,No,Dev,8,8,India,11379.0,14,1
13763,<35,Master,Man,No,Dev,12,4,Sweden,79776.0,22,1
13764,<35,Master,Man,No,Dev,5,6,India,5364.0,18,1
13765,<35,Other,Man,No,Dev,12,7,Chile,37632.0,31,1
13766,<35,Master,Man,No,Dev,18,10,Slovenia,167552.0,2,0
13767,>35,Other,Man,No,Dev,25,25,United States of America,150000.0,12,0
13768,>35,Undergraduate,Man,No,Dev,5,17,Brazil,54972.0,14,1
13769,<35,Other,Man,No,Dev,8,5,Guatemala,39324.0,31,1
13770,<35,Undergraduate,Man,No,Dev,15,14,Egypt,19250.0,24,1
13771,>35,Master,Man,Yes,Dev,40,30,Switzerland,101649.0,15,1
13772,<35,Undergraduate,Man,No,Dev,10,7,United States of America,160000.0,15,1
13773,<35,PhD,Man,No,Dev,12,9,Mexico,10536.0,14,1
13774,>35,Undergraduate,Man,No,Dev,13,10,Malta,59454.0,12,0
13775,<35,Undergraduate,Man,No,Dev,14,6,United States of America,100000.0,11,0
13776,>35,Other,Man,No,Dev,30,20,Italy,44320.0,45,1
13777,<35,Undergraduate,Man,No,Dev,9,4,China,28578.0,8,0
13778,>35,Other,Man,Yes,Dev,34,22,Canada,68068.0,10,1
13779,>35,Other,Man,No,Dev,5,3,United States of America,100000.0,11,1
13780,<35,Undergraduate,Man,No,Dev,6,5,Colombia,10596.0,12,0
13781,>35,Master,Man,No,Dev,25,25,United States of America,130000.0,32,1
13782,>35,Undergraduate,Man,No,Dev,19,10,Romania,37992.0,17,0
13783,<35,Other,Man,No,Dev,9,9,Mexico,45252.0,12,1
13784,>35,Master,Man,No,Dev,5,5,Denmark,71208.0,16,0
13785,<35,Undergraduate,Man,No,Dev,9,6,Panama,39600.0,25,1
13786,<35,Undergraduate,Man,Yes,Dev,5,2,India,25128.0,19,1
13788,>35,Undergraduate,Man,No,Dev,20,13,Italy,39996.0,11,1
13789,<35,Undergraduate,Man,No,Dev,4,3,Mexico,34908.0,11,0
13790,<35,Undergraduate,Man,Yes,Dev,12,6,Czech Republic,20784.0,11,0
13791,<35,Master,Man,No,Dev,8,8,India,25131.0,6,0
13792,<35,Master,Man,No,Dev,18,11,Chile,97848.0,23,1
13793,>35,Other,Man,No,Dev,7,2,United States of America,56250.0,27,1
13794,<35,Other,Man,Yes,Dev,7,6,Guyana,12144.0,13,1
13795,<35,Other,Man,No,Dev,5,2,Chile,34620.0,17,1
13796,<35,Master,Man,No,Dev,14,8,United States of America,90000.0,7,0
13797,<35,Other,Man,Yes,Dev,12,9,Brazil,24744.0,14,0
13799,<35,Undergraduate,Man,Yes,Dev,14,7,India,16754.0,13,0
13800,<35,Undergraduate,Man,Yes,Dev,6,6,United Kingdom of Great Britain and Northern Ireland,54289.0,18,1
13801,<35,Undergraduate,Man,No,Dev,7,3,India,6696.0,10,0
13802,>35,Master,Man,No,Dev,30,23,Spain,37834.0,13,1
13803,<35,Undergraduate,Man,No,Dev,8,5,Dominican Republic,12000.0,18,1
13804,>35,Other,Man,No,Dev,24,22,United Kingdom of Great Britain and Northern Ireland,129250.0,14,1
13805,<35,Undergraduate,Woman,No,Dev,6,4,Spain,25944.0,9,0
13806,>35,NoHigherEd,Man,No,Dev,10,6,Turkey,18000.0,17,1
13807,<35,Master,Woman,No,Dev,9,2,Canada,43715.0,24,1
13808,>35,Undergraduate,Man,No,Dev,35,30,Portugal,19452.0,9,1
13809,<35,Master,Man,Yes,Dev,2,2,United States of America,46000.0,13,0
13810,>35,Master,Man,No,Dev,35,25,Denmark,115784.0,18,1
13811,>35,Other,Man,No,Dev,30,26,United States of America,100000.0,20,1
13812,<35,Undergraduate,Man,No,Dev,12,4,United States of America,90000.0,6,0
13813,>35,Other,Man,No,Dev,30,15,Italy,25944.0,29,1
13814,>35,Undergraduate,Man,No,Dev,20,20,Canada,60505.0,15,1
13815,<35,Undergraduate,Man,No,Dev,6,4,United Kingdom of Great Britain and Northern Ireland,45241.0,13,1
13816,>35,Undergraduate,Man,No,Dev,27,14,Montenegro,64850.0,30,1
13817,>35,Undergraduate,Man,No,Dev,23,20,United States of America,108000.0,13,1
13818,<35,Other,Man,No,Dev,8,12,Guatemala,18876.0,30,1
13819,<35,Undergraduate,Man,No,Dev,7,2,Brazil,4128.0,9,0
13820,<35,Undergraduate,Man,No,Dev,8,8,Canada,54455.0,19,1
